ID,601919.symbol,601919.name,601919.date,601919.open,601919.high,601919.low,601919.close,601919.close_prev,601919.change_pct,601919.volume,601919.amount,601919.turnover,601919.cap_market,601919.cap_total,601919.close_adj,601919.unit,600519.symbol,600519.name,600519.date,600519.open,600519.high,600519.low,600519.close,600519.close_prev,600519.change_pct,600519.volume,600519.amount,600519.turnover,600519.cap_market,600519.cap_total,600519.close_adj,600519.unit,601857.symbol,601857.name,601857.date,601857.open,601857.high,601857.low,601857.close,601857.close_prev,601857.change_pct,601857.volume,601857.amount,601857.turnover,601857.cap_market,601857.cap_total,601857.close_adj,601857.unit
180,601919.SS,中远海控,2020/3/27,4.03,4.05,3.99,4.03,3.99,1.0025,18933656,76101443,0.2187,34888926222,49405902785,2.919607,CNY,600519.SS,贵州茅台,2020/3/27,1085,1092,1075.01,1075.5,1064.92,0.9935,3626112,3931759353,0.2887,1.35E+12,1.35E+12,1041.9271,CNY,601857.SS,中国石油,2020/3/27,4.8,4.81,4.73,4.74,4.79,-1.0438,209053431,994193940,0.1291,7.68E+11,8.68E+11,4.306831,CNY
181,601919.SS,中远海控,2020/3/30,4.01,4.01,3.91,3.96,4.03,-1.737,25436546,100393700,0.2938,34282915096,48547735739,2.868894,CNY,600519.SS,贵州茅台,2020/3/30,1060.25,1077,1057,1072,1075.5,-0.3254,3068741,3279823025,0.2443,1.35E+12,1.35E+12,1038.5363,CNY,601857.SS,中国石油,2020/3/30,4.69,4.69,4.61,4.62,4.74,-2.5316,146020918,676286264,0.0902,7.48E+11,8.46E+11,4.197797,CNY
182,601919.SS,中远海控,2020/3/31,4.01,4.11,3.95,4.11,3.96,3.7879,48203146,195263686,0.5568,35581510365,50386665123,2.977565,CNY,600519.SS,贵州茅台,2020/3/31,1082,1115,1081.8,1111,1072,3.6381,4798437,5293170703,0.382,1.40E+12,1.40E+12,1076.3189,CNY,601857.SS,中国石油,2020/3/31,4.64,4.65,4.6,4.62,4.62,0,183554957,847471212,0.1134,7.48E+11,8.46E+11,4.197797,CNY
183,601919.SS,中远海控,2020/4/1,4.09,4.1,4,4.01,4.11,-2.4331,26681042,108185780,0.3082,34715780186,49160712200,2.905118,CNY,600519.SS,贵州茅台,2020/4/1,1117,1129,1103,1103,1111,-0.7201,3320535,3700184247,0.2643,1.39E+12,1.39E+12,1068.5687,CNY,601857.SS,中国石油,2020/4/1,4.61,4.62,4.54,4.55,4.62,-1.5152,186412968,852263979,0.1151,7.37E+11,8.33E+11,4.134194,CNY
184,601919.SS,中远海控,2020/4/2,4,4.04,3.97,4.04,4.01,0.7481,18851323,75418489,0.2178,34975499240,49528498077,2.926852,CNY,600519.SS,贵州茅台,2020/4/2,1104,1145,1103.88,1145,1103,3.8078,4520561,5095167594,0.3599,1.44E+12,1.44E+12,1109.2576,CNY,601857.SS,中国石油,2020/4/2,4.52,4.74,4.49,4.71,4.55,3.5165,412537466,1904937548,0.2548,7.63E+11,8.62E+11,4.279573,CNY
185,601919.SS,中远海控,2020/4/3,4.03,4.03,3.94,3.96,4.04,-1.9802,23131700,91832620,0.2672,34282915096,48547735739,2.868894,CNY,600519.SS,贵州茅台,2020/4/3,1139.03,1147.96,1131.98,1139.79,1145,-0.455,2761761,3148421866,0.2199,1.43E+12,1.43E+12,1104.2102,CNY,601857.SS,中国石油,2020/4/3,4.73,4.73,4.61,4.63,4.71,-1.6985,279856007,1305158248,0.1728,7.50E+11,8.47E+11,4.206883,CNY
186,601919.SS,中远海控,2020/4/7,3.99,4.02,3.97,4,3.96,1.0101,33166945,132346475,0.3831,34629207168,49038116908,2.897873,CNY,600519.SS,贵州茅台,2020/4/7,1161.95,1166.5,1148.89,1159.95,1139.79,1.7687,4348800,5041525481,0.3462,1.46E+12,1.46E+12,1123.7409,CNY,601857.SS,中国石油,2020/4/7,4.68,4.7,4.65,4.67,4.63,0.8639,249824945,1166377663,0.1543,7.56E+11,8.55E+11,4.243228,CNY
187,601919.SS,中远海控,2020/4/8,3.97,4,3.92,3.97,4,-0.75,44968596,177506600,0.5194,34369488114,48670331031,2.876139,CNY,600519.SS,贵州茅台,2020/4/8,1152,1166.31,1152,1159.76,1159.95,-0.0164,2422442,2809422100,0.1928,1.46E+12,1.46E+12,1123.5568,CNY,601857.SS,中国石油,2020/4/8,4.64,4.66,4.61,4.64,4.67,-0.6424,193838632,898071054,0.1197,7.51E+11,8.49E+11,4.21597,CNY
188,601919.SS,中远海控,2020/4/9,3.98,3.98,3.92,3.93,3.97,-1.0076,31006551,122056423,0.3582,34023196043,48179949862,2.84716,CNY,600519.SS,贵州茅台,2020/4/9,1166,1169,1147.96,1158.5,1159.76,-0.1086,2281697,2640230492,0.1816,1.46E+12,1.46E+12,1122.3362,CNY,601857.SS,中国石油,2020/4/9,4.67,4.68,4.63,4.65,4.64,0.2155,132237118,614778722,0.0817,7.53E+11,8.51E+11,4.225056,CNY
189,601919.SS,中远海控,2020/4/10,3.93,3.94,3.85,3.88,3.93,-1.2723,24289675,94465706,0.2806,33590330953,47566973401,2.810937,CNY,600519.SS,贵州茅台,2020/4/10,1157.88,1181.5,1153.5,1165,1158.5,0.5611,2780434,3252600672,0.2213,1.46E+12,1.46E+12,1128.6333,CNY,601857.SS,中国石油,2020/4/10,4.65,4.65,4.58,4.6,4.65,-1.0753,164753045,759242618,0.1017,7.45E+11,8.42E+11,4.179625,CNY
190,601919.SS,中远海控,2020/4/13,3.85,3.86,3.77,3.77,3.88,-2.8351,25220845,95842781,0.2913,32638027756,46218425186,2.731245,CNY,600519.SS,贵州茅台,2020/4/13,1165,1169.98,1148.5,1162.3,1165,-0.2318,1598147,1854563731,0.1272,1.46E+12,1.46E+12,1126.0175,CNY,601857.SS,中国石油,2020/4/13,4.62,4.64,4.58,4.58,4.6,-0.4348,113647632,523325758,0.0702,7.42E+11,8.38E+11,4.161453,CNY
191,601919.SS,中远海控,2020/4/14,3.78,3.82,3.77,3.8,3.77,0.7958,27279159,103385712,0.3151,32897746810,46586211063,2.75298,CNY,600519.SS,贵州茅台,2020/4/14,1176,1191.55,1166,1185.1,1162.3,1.9616,3679955,4340858665,0.2929,1.49E+12,1.49E+12,1148.1058,CNY,601857.SS,中国石油,2020/4/14,4.59,4.6,4.56,4.59,4.58,0.2183,128355795,587443923,0.0793,7.43E+11,8.40E+11,4.170539,CNY
192,601919.SS,中远海控,2020/4/15,3.81,3.82,3.72,3.74,3.8,-1.5789,32562846,122673568,0.3761,32378308702,45850639309,2.709511,CNY,600519.SS,贵州茅台,2020/4/15,1192,1203.99,1187.1,1189.6,1185.1,0.3797,2933229,3501318260,0.2335,1.49E+12,1.49E+12,1152.4653,CNY,601857.SS,中国石油,2020/4/15,4.57,4.57,4.55,4.55,4.59,-0.8715,112297162,512079194,0.0694,7.37E+11,8.33E+11,4.134194,CNY
193,601919.SS,中远海控,2020/4/16,3.72,3.73,3.66,3.68,3.74,-1.6043,31253357,115146600,0.361,31858870595,45115067555,2.666043,CNY,600519.SS,贵州茅台,2020/4/16,1192.97,1197.1,1184.1,1197.1,1189.6,0.6305,2172774,2588431844,0.173,1.50E+12,1.50E+12,1159.7312,CNY,601857.SS,中国石油,2020/4/16,4.53,4.54,4.51,4.53,4.55,-0.4396,116651794,528045717,0.072,7.34E+11,8.29E+11,4.116022,CNY
194,601919.SS,中远海控,2020/4/17,3.7,3.73,3.67,3.69,3.68,0.2717,28345320,104888401,0.3274,31945443613,45237662848,2.673288,CNY,600519.SS,贵州茅台,2020/4/17,1210,1234.56,1205.01,1226,1197.1,2.4142,3824569,4676618151,0.3045,1.54E+12,1.54E+12,1187.7291,CNY,601857.SS,中国石油,2020/4/17,4.54,4.58,4.54,4.55,4.53,0.4415,124297105,566497469,0.0768,7.37E+11,8.33E+11,4.134194,CNY
195,601919.SS,中远海控,2020/4/20,3.69,3.77,3.68,3.73,3.69,1.084,27822229,103649604,0.3214,32291735684,45728044017,2.702267,CNY,600519.SS,贵州茅台,2020/4/20,1221,1231.5,1216.8,1227.3,1226,0.106,2423864,2963483323,0.193,1.54E+12,1.54E+12,1188.9885,CNY,601857.SS,中国石油,2020/4/20,4.53,4.57,4.51,4.55,4.55,0,102497802,465492414,0.0633,7.37E+11,8.33E+11,4.134194,CNY
196,601919.SS,中远海控,2020/4/21,3.76,3.83,3.74,3.76,3.73,0.8043,37089882,140190188,0.4284,32551454738,46095829894,2.724001,CNY,600519.SS,贵州茅台,2020/4/21,1221.02,1223.99,1193,1200,1227.3,-2.2244,2922422,3517018487,0.2326,1.51E+12,1.51E+12,1162.5407,CNY,601857.SS,中国石油,2020/4/21,4.52,4.53,4.5,4.51,4.55,-0.8791,109960957,496455835,0.0679,7.30E+11,8.25E+11,4.09785,CNY
197,601919.SS,中远海控,2020/4/22,3.73,3.74,3.68,3.72,3.76,-1.0638,27323180,101344624,0.3156,32205162666,45605448724,2.695022,CNY,600519.SS,贵州茅台,2020/4/22,1206,1249.5,1202.22,1244.5,1200,3.7083,4403473,5430377598,0.3505,1.56E+12,1.56E+12,1205.6516,CNY,601857.SS,中国石油,2020/4/22,4.47,4.47,4.43,4.46,4.51,-1.1086,136997191,609949468,0.0846,7.22E+11,8.16E+11,4.052419,CNY
198,601919.SS,中远海控,2020/4/23,3.71,3.83,3.69,3.79,3.72,1.8817,40353991,152096475,0.4661,32811173792,46463615770,2.745735,CNY,600519.SS,贵州茅台,2020/4/23,1250,1265.68,1247.77,1252.26,1244.5,0.6235,2689851,3377042463,0.2141,1.57E+12,1.57E+12,1213.1693,CNY,601857.SS,中国石油,2020/4/23,4.48,4.59,4.47,4.55,4.46,2.0179,185032553,840846860,0.1143,7.37E+11,8.33E+11,4.134194,CNY
199,601919.SS,中远海控,2020/4/24,3.75,3.77,3.68,3.7,3.79,-2.3747,26718314,99039991,0.3086,32032016630,45360258140,2.680533,CNY,600519.SS,贵州茅台,2020/4/24,1248,1259.89,1235.18,1250.56,1252.26,-0.1358,1912240,2390444036,0.1522,1.57E+12,1.57E+12,1211.5224,CNY,601857.SS,中国石油,2020/4/24,4.55,4.56,4.48,4.48,4.55,-1.5385,106711101,481471383,0.0659,7.25E+11,8.20E+11,4.070591,CNY
200,601919.SS,中远海控,2020/4/27,3.68,3.69,3.64,3.64,3.7,-1.6216,20336835,74481276,0.2349,31512578523,44624686386,2.637065,CNY,600519.SS,贵州茅台,2020/4/27,1257,1278.17,1250.96,1276,1250.56,2.0343,2590391,3284513346,0.2062,1.60E+12,1.60E+12,1236.1683,CNY,601857.SS,中国石油,2020/4/27,4.47,4.5,4.45,4.45,4.48,-0.6696,75706314,338545181,0.0468,7.21E+11,8.14E+11,4.043333,CNY
201,601919.SS,中远海控,2020/4/28,3.64,3.65,3.45,3.52,3.64,-3.2967,31630912,111614879,0.3654,30473702308,43153542879,2.550128,CNY,600519.SS,贵州茅台,2020/4/28,1285.31,1299.94,1271.88,1279.13,1276,0.2453,3466190,4458549425,0.2759,1.61E+12,1.61E+12,1239.2006,CNY,601857.SS,中国石油,2020/4/28,4.44,4.45,4.33,4.36,4.45,-2.0225,128594575,563227949,0.0794,7.06E+11,7.98E+11,3.961558,CNY
202,601919.SS,中远海控,2020/4/29,3.52,3.56,3.51,3.55,3.52,0.8523,12826727,45429271,0.1482,30733421362,43521328756,2.571862,CNY,600519.SS,贵州茅台,2020/4/29,1277.8,1288.1,1258,1274.9,1279.13,-0.3307,2344406,2976724957,0.1866,1.60E+12,1.60E+12,1235.1026,CNY,601857.SS,中国石油,2020/4/29,4.37,4.41,4.37,4.38,4.36,0.4587,60415182,265211726,0.0373,7.09E+11,8.02E+11,3.97973,CNY
203,601919.SS,中远海控,2020/4/30,3.56,3.64,3.56,3.6,3.55,1.4085,20876440,75201856,0.2411,31166286451,44134305217,2.608086,CNY,600519.SS,贵州茅台,2020/4/30,1271,1285.01,1258.88,1265.7,1274.9,-0.7216,2466087,3134408881,0.1963,1.59E+12,1.59E+12,1226.1898,CNY,601857.SS,中国石油,2020/4/30,4.38,4.46,4.37,4.44,4.38,1.3699,85973295,380815016,0.0531,7.19E+11,8.13E+11,4.034247,CNY
204,601919.SS,中远海控,2020/5/6,3.55,3.57,3.51,3.56,3.6,-1.1111,31551907,111506133,0.3645,30819994380,43643924048,2.579107,CNY,600519.SS,贵州茅台,2020/5/6,1251,1300,1250,1300,1265.7,2.71,3583481,4598589768,0.2853,1.63E+12,1.63E+12,1259.4191,CNY,601857.SS,中国石油,2020/5/6,4.44,4.49,4.42,4.47,4.44,0.6757,88177097,393435663,0.0545,7.24E+11,8.18E+11,4.061505,CNY
205,601919.SS,中远海控,2020/5/7,3.54,3.56,3.52,3.53,3.56,-0.8427,22901588,80968316,0.2645,30560275326,43276138171,2.557373,CNY,600519.SS,贵州茅台,2020/5/7,1299.4,1314.99,1293,1312,1300,0.9231,2793474,3647628296,0.2224,1.65E+12,1.65E+12,1271.0445,CNY,601857.SS,中国石油,2020/5/7,4.47,4.48,4.44,4.45,4.47,-0.4474,61056105,272009347,0.0377,7.21E+11,8.14E+11,4.043333,CNY
206,601919.SS,中远海控,2020/5/8,3.54,3.57,3.53,3.57,3.53,1.1331,20157092,71603077,0.2328,30906567397,43766519340,2.586352,CNY,600519.SS,贵州茅台,2020/5/8,1317,1338,1308.51,1314.61,1312,0.1989,2907868,3839218026,0.2315,1.65E+12,1.65E+12,1273.573,CNY,601857.SS,中国石油,2020/5/8,4.47,4.48,4.46,4.47,4.45,0.4494,55870408,249644424,0.0345,7.24E+11,8.18E+11,4.061505,CNY
207,601919.SS,中远海控,2020/5/11,3.58,3.62,3.52,3.54,3.57,-0.8403,29229891,104175367,0.3376,30646848344,43398733464,2.564618,CNY,600519.SS,贵州茅台,2020/5/11,1320,1335,1313.67,1323.01,1314.61,0.639,2367119,3135990964,0.1884,1.66E+12,1.66E+12,1281.7108,CNY,601857.SS,中国石油,2020/5/11,4.48,4.49,4.46,4.47,4.47,0,55730677,249246081,0.0344,7.24E+11,8.18E+11,4.061505,CNY
208,601919.SS,中远海控,2020/5/12,3.54,3.54,3.45,3.46,3.54,-2.2599,35335395,122729077,0.4082,29954264200,42417971125,2.50666,CNY,600519.SS,贵州茅台,2020/5/12,1318,1334.99,1316,1333,1323.01,0.7551,1972181,2621824685,0.157,1.67E+12,1.67E+12,1291.389,CNY,601857.SS,中国石油,2020/5/12,4.47,4.47,4.42,4.43,4.47,-0.8949,52202891,231767535,0.0322,7.17E+11,8.11E+11,4.025161,CNY
209,601919.SS,中远海控,2020/5/13,3.46,3.46,3.39,3.42,3.46,-1.1561,28205129,96204535,0.3258,29607972129,41927589956,2.477682,CNY,600519.SS,贵州茅台,2020/5/13,1333,1337.99,1322.88,1335.95,1333,0.2213,2201431,2931464950,0.1752,1.68E+12,1.68E+12,1294.2469,CNY,601857.SS,中国石油,2020/5/13,4.43,4.43,4.4,4.43,4.43,0,44111721,194804140,0.0272,7.17E+11,8.11E+11,4.025161,CNY
210,601919.SS,中远海控,2020/5/14,3.4,3.41,3.34,3.35,3.42,-2.0468,30461295,102608469,0.3519,29001961003,41069422910,2.426969,CNY,600519.SS,贵州茅台,2020/5/14,1330,1334.88,1325.11,1326.59,1335.95,-0.7006,1857492,2467976357,0.1479,1.67E+12,1.67E+12,1285.179,CNY,601857.SS,中国石油,2020/5/14,4.42,4.42,4.4,4.4,4.43,-0.6772,43927251,193437307,0.0271,7.12E+11,8.05E+11,3.997902,CNY
211,601919.SS,中远海控,2020/5/15,3.36,3.39,3.33,3.37,3.35,0.597,23991570,80585563,0.2771,29175107039,41314613495,2.441458,CNY,600519.SS,贵州茅台,2020/5/15,1329,1333.5,1301.88,1313,1326.59,-1.0244,2639808,3469736812,0.2101,1.65E+12,1.65E+12,1272.0133,CNY,601857.SS,中国石油,2020/5/15,4.42,4.43,4.41,4.42,4.4,0.4545,41088010,181603761,0.0254,7.16E+11,8.09E+11,4.016074,CNY
212,601919.SS,中远海控,2020/5/18,3.36,3.37,3.32,3.32,3.37,-1.4837,24718835,82586375,0.2855,28742241949,40701637034,2.405235,CNY,600519.SS,贵州茅台,2020/5/18,1306,1351.5,1305.13,1346.21,1313,2.5293,3436211,4587989708,0.2735,1.69E+12,1.69E+12,1304.1866,CNY,601857.SS,中国石油,2020/5/18,4.45,4.46,4.43,4.44,4.42,0.4525,61974604,275266869,0.0383,7.19E+11,8.13E+11,4.034247,CNY
213,601919.SS,中远海控,2020/5/19,3.34,3.42,3.34,3.36,3.32,1.2048,34918705,117853567,0.4033,29088534021,41192018203,2.434213,CNY,600519.SS,贵州茅台,2020/5/19,1364,1364,1338,1346.11,1346.21,-0.0074,2478746,3342210487,0.1973,1.69E+12,1.69E+12,1304.0897,CNY,601857.SS,中国石油,2020/5/19,4.48,4.51,4.46,4.46,4.44,0.4505,89322364,400332924,0.0552,7.22E+11,8.16E+11,4.052419,CNY
214,601919.SS,中远海控,2020/5/20,3.36,3.36,3.31,3.33,3.36,-0.8929,20643665,68749239,0.2385,28828814967,40824232326,2.412479,CNY,600519.SS,贵州茅台,2020/5/20,1346.11,1359.18,1336.81,1351,1346.11,0.3633,2118340,2859455106,0.1686,1.70E+12,1.70E+12,1308.8271,CNY,601857.SS,中国石油,2020/5/20,4.46,4.46,4.42,4.43,4.46,-0.6726,59975700,266014278,0.037,7.17E+11,8.11E+11,4.025161,CNY
215,601919.SS,中远海控,2020/5/21,3.35,3.35,3.25,3.26,3.33,-2.1021,27685985,91137437,0.3198,28222803842,39966065280,2.361767,CNY,600519.SS,贵州茅台,2020/5/21,1355,1371.96,1352.86,1366.1,1351,1.1177,2305158,3147105462,0.1835,1.72E+12,1.72E+12,1323.4557,CNY,601857.SS,中国石油,2020/5/21,4.45,4.47,4.42,4.45,4.43,0.4515,76749769,340611459,0.0474,7.21E+11,8.14E+11,4.043333,CNY
216,601919.SS,中远海控,2020/5/22,3.27,3.27,3.14,3.14,3.26,-3.681,34831709,111027427,0.4023,27183927627,38494921773,2.27483,CNY,600519.SS,贵州茅台,2020/5/22,1366,1366.1,1322.88,1328.2,1366.1,-2.7743,3442746,4608696074,0.2741,1.67E+12,1.67E+12,1286.7388,CNY,601857.SS,中国石油,2020/5/22,4.44,4.44,4.36,4.37,4.45,-1.7978,93991808,412772209,0.058,7.08E+11,8.00E+11,3.970644,CNY
217,601919.SS,中远海控,2020/5/25,3.16,3.19,3.14,3.17,3.14,0.9554,21078149,66733828,0.2435,27443646681,38862707650,2.296565,CNY,600519.SS,贵州茅台,2020/5/25,1330,1366.58,1321,1362.9,1328.2,2.6126,3156100,4260387678,0.2512,1.71E+12,1.71E+12,1320.3556,CNY,601857.SS,中国石油,2020/5/25,4.37,4.37,4.33,4.34,4.37,-0.6865,61514353,267082669,0.038,7.03E+11,7.94E+11,3.943385,CNY
218,601919.SS,中远海控,2020/5/26,3.2,3.21,3.16,3.19,3.17,0.6309,20229345,64372328,0.2337,27616792717,39107898234,2.311054,CNY,600519.SS,贵州茅台,2020/5/26,1369.88,1369.95,1355,1358,1362.9,-0.3595,2247019,3056188321,0.1789,1.71E+12,1.71E+12,1315.6085,CNY,601857.SS,中国石油,2020/5/26,4.34,4.36,4.33,4.35,4.34,0.2304,64205918,278758637,0.0397,7.04E+11,7.96E+11,3.952471,CNY
219,601919.SS,中远海控,2020/5/27,3.19,3.2,3.14,3.17,3.19,-0.627,17752115,56233966,0.2051,27443646681,38862707650,2.296565,CNY,600519.SS,贵州茅台,2020/5/27,1359,1360,1333,1338,1358,-1.4728,2677741,3596654307,0.2132,1.68E+12,1.68E+12,1296.2329,CNY,601857.SS,中国石油,2020/5/27,4.35,4.35,4.3,4.31,4.35,-0.9195,69391811,299635240,0.0429,6.98E+11,7.89E+11,3.916127,CNY
220,601919.SS,中远海控,2020/5/28,3.19,3.23,3.16,3.19,3.17,0.6309,19390915,61790820,0.224,27616792717,39107898234,2.311054,CNY,600519.SS,贵州茅台,2020/5/28,1337.97,1346.94,1321.13,1344,1338,0.4484,2648591,3536546893,0.2108,1.69E+12,1.69E+12,1302.0456,CNY,601857.SS,中国石油,2020/5/28,4.3,4.33,4.28,4.29,4.31,-0.464,88980863,382362636,0.055,6.95E+11,7.85E+11,3.897955,CNY
221,601919.SS,中远海控,2020/5/29,3.18,3.21,3.15,3.16,3.19,-0.9404,34823055,110531428,0.4022,27357073663,38740112357,2.28932,CNY,600519.SS,贵州茅台,2020/5/29,1332.1,1369.98,1332.1,1366.6,1344,1.6815,3044435,4144247222,0.2424,1.72E+12,1.72E+12,1323.9401,CNY,601857.SS,中国石油,2020/5/29,4.28,4.29,4.22,4.25,4.29,-0.9324,139815262,594239007,0.0863,6.88E+11,7.78E+11,3.86161,CNY
222,601919.SS,中远海控,2020/6/1,3.19,3.33,3.18,3.32,3.16,5.0633,50425019,165649521,0.5825,28742241949,40701637034,2.405235,CNY,600519.SS,贵州茅台,2020/6/1,1381,1420.1,1381,1419.5,1366.6,3.8709,3547976,4986178912,0.2824,1.78E+12,1.78E+12,1375.1888,CNY,601857.SS,中国石油,2020/6/1,4.26,4.3,4.25,4.29,4.25,0.9412,93876816,401813611,0.058,6.95E+11,7.85E+11,3.897955,CNY
223,601919.SS,中远海控,2020/6/2,3.32,3.4,3.31,3.39,3.32,2.1084,32614813,109985213,0.3767,29348253075,41559804080,2.455948,CNY,600519.SS,贵州茅台,2020/6/2,1416.01,1427.9,1406.66,1410.71,1419.5,-0.6192,2596010,3679210598,0.2067,1.77E+12,1.77E+12,1366.6731,CNY,601857.SS,中国石油,2020/6/2,4.29,4.31,4.28,4.31,4.29,0.4662,67477346,290071220,0.0417,6.98E+11,7.89E+11,3.916127,CNY
224,601919.SS,中远海控,2020/6/3,3.42,3.43,3.35,3.35,3.39,-1.1799,26768350,90533875,0.3092,29001961003,41069422910,2.426969,CNY,600519.SS,贵州茅台,2020/6/3,1415,1417.5,1395.77,1399.3,1410.71,-0.8088,2355736,3308382799,0.1875,1.76E+12,1.76E+12,1355.6193,CNY,601857.SS,中国石油,2020/6/3,4.33,4.37,4.32,4.34,4.31,0.6961,75972862,330470821,0.0469,7.03E+11,7.94E+11,3.943385,CNY
225,601919.SS,中远海控,2020/6/4,3.37,3.39,3.33,3.36,3.35,0.2985,18458601,61927864,0.2132,29088534021,41192018203,2.434213,CNY,600519.SS,贵州茅台,2020/6/4,1396,1411,1396,1407.99,1399.3,0.621,1803741,2534459742,0.1436,1.77E+12,1.77E+12,1364.0381,CNY,601857.SS,中国石油,2020/6/4,4.34,4.35,4.3,4.32,4.34,-0.4608,57364217,247462376,0.0354,7.00E+11,7.91E+11,3.925213,CNY
226,601919.SS,中远海控,2020/6/5,3.37,3.4,3.33,3.4,3.36,1.1905,20891538,70445549,0.2413,29434826093,41682399372,2.463192,CNY,600519.SS,贵州茅台,2020/6/5,1405.25,1428.88,1401.08,1425,1407.99,1.2081,1834706,2597524609,0.1461,1.79E+12,1.79E+12,1380.5171,CNY,601857.SS,中国石油,2020/6/5,4.31,4.32,4.28,4.3,4.32,-0.463,51673183,221838519,0.0319,6.96E+11,7.87E+11,3.907041,CNY
227,601919.SS,中远海控,2020/6/8,3.42,3.53,3.41,3.48,3.4,2.3529,39642461,138282366,0.4579,30127410236,42663161710,2.52115,CNY,600519.SS,贵州茅台,2020/6/8,1425,1435,1402.01,1406.1,1425,-1.3263,2930045,4145298455,0.2332,1.77E+12,1.77E+12,1362.2071,CNY,601857.SS,中国石油,2020/6/8,4.35,4.36,4.33,4.34,4.3,0.9302,80871474,351105168,0.0499,7.03E+11,7.94E+11,3.943385,CNY
228,601919.SS,中远海控,2020/6/9,3.5,3.55,3.48,3.52,3.48,1.1494,30068603,105793309,0.3473,30473702308,43153542879,2.550128,CNY,600519.SS,贵州茅台,2020/6/9,1408,1425,1400.68,1416.55,1406.1,0.7432,2261191,3199849660,0.18,1.78E+12,1.78E+12,1372.3308,CNY,601857.SS,中国石油,2020/6/9,4.35,4.35,4.33,4.35,4.34,0.2304,59692860,259045256,0.0369,7.04E+11,7.96E+11,3.952471,CNY
229,601919.SS,中远海控,2020/6/10,3.5,3.51,3.45,3.47,3.52,-1.4205,21567446,74920083,0.2491,30040837218,42540566418,2.513905,CNY,600519.SS,贵州茅台,2020/6/10,1425,1433.33,1417,1423.66,1416.55,0.5019,2270074,3234843851,0.1807,1.79E+12,1.79E+12,1379.2189,CNY,601857.SS,中国石油,2020/6/10,4.34,4.35,4.31,4.32,4.35,-0.6897,50783402,219627592,0.0314,7.00E+11,7.91E+11,3.925213,CNY
230,601919.SS,中远海控,2020/6/11,3.48,3.49,3.41,3.43,3.47,-1.1527,20761319,71583442,0.2398,29694545147,42050185249,2.484926,CNY,600519.SS,贵州茅台,2020/6/11,1411.01,1417.99,1396.99,1400.46,1423.66,-1.6296,3071171,4314846228,0.2445,1.76E+12,1.76E+12,1356.7431,CNY,601857.SS,中国石油,2020/6/11,4.31,4.32,4.27,4.28,4.32,-0.9259,62477333,268287299,0.0386,6.93E+11,7.83E+11,3.888868,CNY
231,601919.SS,中远海控,2020/6/12,3.38,3.41,3.35,3.37,3.43,-1.7493,32453604,109551902,0.3749,29175107039,41314613495,2.441458,CNY,600519.SS,贵州茅台,2020/6/12,1387.17,1416.37,1383.31,1416.37,1400.46,1.1361,2842742,3992323389,0.2263,1.78E+12,1.78E+12,1372.1565,CNY,601857.SS,中国石油,2020/6/12,4.23,4.27,4.22,4.26,4.28,-0.4673,81579721,346374121,0.0504,6.90E+11,7.80E+11,3.870696,CNY
232,601919.SS,中远海控,2020/6/15,3.38,3.49,3.37,3.43,3.37,1.7804,30157703,103625473,0.3483,29694545147,42050185249,2.484926,CNY,600519.SS,贵州茅台,2020/6/15,1402,1411.6,1381,1383,1416.37,-2.356,3461541,4819512189,0.2756,1.74E+12,1.74E+12,1339.8281,CNY,601857.SS,中国石油,2020/6/15,4.24,4.25,4.22,4.23,4.26,-0.7042,55518983,235140576,0.0343,6.85E+11,7.74E+11,3.843438,CNY
233,601919.SS,中远海控,2020/6/16,3.44,3.49,3.42,3.47,3.43,1.1662,18846454,65060082,0.2177,30040837218,42540566418,2.513905,CNY,600519.SS,贵州茅台,2020/6/16,1398.5,1414,1393.13,1403.88,1383,1.5098,2920664,4099718932,0.2325,1.76E+12,1.76E+12,1360.0564,CNY,601857.SS,中国石油,2020/6/16,4.25,4.28,4.23,4.27,4.23,0.9456,62021404,263491702,0.0383,6.91E+11,7.81E+11,3.879782,CNY
234,601919.SS,中远海控,2020/6/17,3.48,3.48,3.4,3.42,3.47,-1.4409,17699184,60645987,0.2044,29607972129,41927589956,2.477682,CNY,600519.SS,贵州茅台,2020/6/17,1411.86,1411.9,1395.02,1405,1403.88,0.0798,1945307,2730097120,0.1549,1.76E+12,1.76E+12,1361.1414,CNY,601857.SS,中国石油,2020/6/17,4.25,4.26,4.23,4.25,4.27,-0.4684,52009560,220893540,0.0321,6.88E+11,7.78E+11,3.86161,CNY
